ID,command,encrypted_cmd
234,{'axes': {'0': 0.099822998046875, '1': 0.02362060546875, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c4415ed7c55c462447b88b7f674a25dbb2321d029992b661fa5f7086578aa0e8f42cc3a1761a3b72fe219679f5
234,{'axes': {'0': 0.099822998046875, '1': 0.02362060546875, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c4415ed7c55c462447b88b7f674a25dbb2321d029992b661fa5f7086578aa0e8f42cc3a1761a3b72fe219679f5
238,{'axes': {'0': 0.099822998046875, '1': 0.020355224609375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},43308ff5995050195cde1d893c7b6c07661585df3e12a1301bf458345f6bc3ab041a7e5c490e9b601f7482e5be
238,{'axes': {'0': 0.099822998046875, '1': 0.020355224609375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},43308ff5995050195cde1d893c7b6c07661585df3e12a1301bf458345f6bc3ab041a7e5c490e9b601f7482e5be
241,{'axes': {'0': 0.099822998046875, '1': 0.03656005859375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},37e62c5af8b28887635771ca2600644a39bb9de046e42bc8d6259b53c5f211ad06bb8274ec4a70dbf25be01fac
241,{'axes': {'0': 0.099822998046875, '1': 0.03656005859375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},37e62c5af8b28887635771ca2600644a39bb9de046e42bc8d6259b53c5f211ad06bb8274ec4a70dbf25be01fac
245,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
245,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
249,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
253,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
257,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
261,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
265,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
269,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e5c98ee4dde4add2e34ddcf07346c48aeb5010e8dc07cc365974cd2a417d9a548e4e5fc84e5a9fe6bc6123ac7c
269,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e5c98ee4dde4add2e34ddcf07346c48aeb5010e8dc07cc365974cd2a417d9a548e4e5fc84e5a9fe6bc6123ac7c
273,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
273,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
277,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
281,{'axes': {'0': 0.099822998046875, '1': 0.03369140625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1f93c817db160b2af2294c7c05220ace945575a18977b4ef1169a4d6bb5b74b8a114a3d636ac0878fecc5cde47
285,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
285,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
289,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
293,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
297,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
301,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
305,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
309,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
313,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
317,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
321,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
325,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
329,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
334,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
338,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
342,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
346,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
350,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
354,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
358,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
363,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
367,{'axes': {'0': 0.099822998046875, '1': 0.0364990234375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b5a9197ba580429025964627f84594df971c728e220d21758d6c1abe0cbbc58924644ace99195ec0fb0c5def7
371,{'axes': {'0': 0.099822998046875, '1': 0.043060302734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},52b448c649a265ab0bfa79ddf764fd5ecd31cd82a1f2073e83565f7c1a91a4669eaa890744fb7017a6d7cf8b37
371,{'axes': {'0': 0.099822998046875, '1': 0.043060302734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},52b448c649a265ab0bfa79ddf764fd5ecd31cd82a1f2073e83565f7c1a91a4669eaa890744fb7017a6d7cf8b37
375,{'axes': {'0': 0.099822998046875, '1': 0.04608154296875, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9fe3d138ce52d488c6ac66beffedbd7007217699b92fdfe50aa66912c70083ddeacd51766d01fee963b21c131d
375,{'axes': {'0': 0.099822998046875, '1': 0.04608154296875, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9fe3d138ce52d488c6ac66beffedbd7007217699b92fdfe50aa66912c70083ddeacd51766d01fee963b21c131d
379,{'axes': {'0': 0.971954345703125, '1': 0.112640380859375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f35461769e8595fab1ca46fb6da6832bffecc84153a238c59a97ccfc087cadf4744e3216084982ee6ed1b74ad5
379,{'axes': {'0': 0.971954345703125, '1': 0.112640380859375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f35461769e8595fab1ca46fb6da6832bffecc84153a238c59a97ccfc087cadf4744e3216084982ee6ed1b74ad5
383,{'axes': {'0': 0.21697998046875, '1': 0.076995849609375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4d996a08e69c960aba32d71882b14dc7ce1188db3a0fdb183407479541cd0b33f456820899fc8e70bb165f09b7
383,{'axes': {'0': 0.21697998046875, '1': 0.076995849609375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4d996a08e69c960aba32d71882b14dc7ce1188db3a0fdb183407479541cd0b33f456820899fc8e70bb165f09b7
387,{'axes': {'0': 0.919647216796875, '1': 0.109649658203125, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},05b0990f18f28b9ef0c041b79d84a2f6bf50818a94112147da3490860d7bda36c8678481ee2ed25ea2c003d18c
387,{'axes': {'0': 0.919647216796875, '1': 0.109649658203125, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},05b0990f18f28b9ef0c041b79d84a2f6bf50818a94112147da3490860d7bda36c8678481ee2ed25ea2c003d18c
391,{'axes': {'0': 0.821380615234375, '1': 0.106964111328125, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e2794ec626a855f13b9ed8344a2f1a4247da325348c6f276587d895c105e5fd68d00dd258715139073f2f530bd
391,{'axes': {'0': 0.821380615234375, '1': 0.106964111328125, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e2794ec626a855f13b9ed8344a2f1a4247da325348c6f276587d895c105e5fd68d00dd258715139073f2f530bd
395,{'axes': {'0': 0.207244873046875, '1': 0.147064208984375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2ed2b2507ad88620d30dc0ca5a8a784e4551ebcd609bc2ebd67e9cc634718b9d45d2072c03703f09e8b014707e
395,{'axes': {'0': 0.207244873046875, '1': 0.147064208984375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2ed2b2507ad88620d30dc0ca5a8a784e4551ebcd609bc2ebd67e9cc634718b9d45d2072c03703f09e8b014707e
400,{'axes': {'0': 0.999969482421875, '1': 0.234771728515625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b6e290797ce950588cb271f37de2a488b0be46f2ca5b0223088f09d6bfcb5a2e55627177122498810f914b4c3a
400,{'axes': {'0': 0.999969482421875, '1': 0.234771728515625, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b6e290797ce950588cb271f37de2a488b0be46f2ca5b0223088f09d6bfcb5a2e55627177122498810f914b4c3a
404,{'axes': {'0': 0.098358154296875, '1': 0.073089599609375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0965e93a8b267450152b9437b141ac80f68a314db4ee1ae9021e2f53a1963fdee70b89a54906527d0f57576a4d
404,{'axes': {'0': 0.098358154296875, '1': 0.073089599609375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0965e93a8b267450152b9437b141ac80f68a314db4ee1ae9021e2f53a1963fdee70b89a54906527d0f57576a4d
408,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ad0dcc557da9045fa3f41e1e7eb4947606eb5d67926a15557d019f725910f6b5473fe47973234b45d0f8a9432
408,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ad0dcc557da9045fa3f41e1e7eb4947606eb5d67926a15557d019f725910f6b5473fe47973234b45d0f8a9432
412,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86b00354753c799c3ec70b919304a1eab20972877830ec95892196c52bb57cdb76fd396821737c8f6a68d18638
412,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86b00354753c799c3ec70b919304a1eab20972877830ec95892196c52bb57cdb76fd396821737c8f6a68d18638
416,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ad0dcc557da9045fa3f41e1e7eb4947606eb5d67926a15557d019f725910f6b5473fe47973234b45d0f8a9432
416,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ad0dcc557da9045fa3f41e1e7eb4947606eb5d67926a15557d019f725910f6b5473fe47973234b45d0f8a9432
420,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ad0dcc557da9045fa3f41e1e7eb4947606eb5d67926a15557d019f725910f6b5473fe47973234b45d0f8a9432
424,{'axes': {'0': 0.098358154296875, '1': 0.050872802734375, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ad0dcc557da9045fa3f41e1e7eb4947606eb5d67926a15557d019f725910f6b5473fe47973234b45d0f8a9432
428,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.02935791015625, '4': 0.064788818359375, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5d2aaf24b477f582e13f026e45166b12db0d6ca970fcad7d84bf97be0398e92ac4db79d544c30f381aad52ab73
