ID,command,encrypted_cmd
218,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
222,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
226,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
230,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
235,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
239,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
243,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
247,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
251,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
255,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
259,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
263,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
267,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
271,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
276,{'axes': {'0': 0.103607177734375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7cb6291848b26f7a0260af4d5b501905a724eb4f8a6c5aa59cdd5fd6cb2d691de2fa1ae7f669bcb94e8ecb6ac8
280,{'axes': {'0': 0.100738525390625, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3fc130f38efacfe015b8472fc9b53061c4d475eb1045bf39263c051641a0ab3bde2660442cebbbcfc4b686084f
280,{'axes': {'0': 0.100738525390625, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3fc130f38efacfe015b8472fc9b53061c4d475eb1045bf39263c051641a0ab3bde2660442cebbbcfc4b686084f
284,{'axes': {'0': 0.068115234375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cf2b31a35e8980e07874f463eb388992f6cfce6830fc1de7bd0b7e3c37809b31b3b53f48fe89cc2dff20ffb034
284,{'axes': {'0': 0.068115234375, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cf2b31a35e8980e07874f463eb388992f6cfce6830fc1de7bd0b7e3c37809b31b3b53f48fe89cc2dff20ffb034
288,{'axes': {'0': 0.06207275390625, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},af6dbe49cf3cfbbaa87dca293b9fa9b72a983861cd0000f66a1072b46038975987d30f3200b95e33be5e7e48e7
288,{'axes': {'0': 0.06207275390625, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},af6dbe49cf3cfbbaa87dca293b9fa9b72a983861cd0000f66a1072b46038975987d30f3200b95e33be5e7e48e7
292,{'axes': {'0': 0.999969482421875, '1': 0.0582275390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cd795e7a0fff8dbf1d7cdb56db0412a1c0a68220db7866e70636b3b01bd769a85a28bbc44ae9e49574dd67a724
292,{'axes': {'0': 0.999969482421875, '1': 0.0582275390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cd795e7a0fff8dbf1d7cdb56db0412a1c0a68220db7866e70636b3b01bd769a85a28bbc44ae9e49574dd67a724
296,{'axes': {'0': 0.261566162109375, '1': 0.066314697265625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},28a0380482313c17a64c7c804a2705abeefc40abe12424e2ac3fb156ee9f01513136c3bd24854aeec8b03fcf08
296,{'axes': {'0': 0.261566162109375, '1': 0.066314697265625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},28a0380482313c17a64c7c804a2705abeefc40abe12424e2ac3fb156ee9f01513136c3bd24854aeec8b03fcf08
301,{'axes': {'0': 0.106170654296875, '1': 0.049591064453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d1488fdd3933da7d94c7e4158a32f89cea7b3dee12bba7e439398a1dd0489955d695f53a38f4d17a8901cc16ca
301,{'axes': {'0': 0.106170654296875, '1': 0.049591064453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d1488fdd3933da7d94c7e4158a32f89cea7b3dee12bba7e439398a1dd0489955d695f53a38f4d17a8901cc16ca
304,{'axes': {'0': 0.103363037109375, '1': 0.049591064453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bc2409ae7a6049e43d7674ba1d9dda024270f26eb7938459e1af6266749aa49a20ac49a70e6c3a9c8560ef78a6
304,{'axes': {'0': 0.103363037109375, '1': 0.049591064453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bc2409ae7a6049e43d7674ba1d9dda024270f26eb7938459e1af6266749aa49a20ac49a70e6c3a9c8560ef78a6
309,{'axes': {'0': 0.1671142578125, '1': 0.049591064453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6bffff30a5bdc040d7b4be57aba275a2d1d363a2887990186ff3d85e1ef49bb10390ce86422e95c0ad6e436756
309,{'axes': {'0': 0.1671142578125, '1': 0.049591064453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6bffff30a5bdc040d7b4be57aba275a2d1d363a2887990186ff3d85e1ef49bb10390ce86422e95c0ad6e436756
313,{'axes': {'0': 0.999969482421875, '1': 0.1326904296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a772c94972871003b6cd94924d664f069129718588bdcb2070a6a6fc4bce464cf5302e674c6c2693cfa1626f88
313,{'axes': {'0': 0.999969482421875, '1': 0.1326904296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a772c94972871003b6cd94924d664f069129718588bdcb2070a6a6fc4bce464cf5302e674c6c2693cfa1626f88
316,{'axes': {'0': 0.102264404296875, '1': 0.06787109375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3b0f1b696531bcb7b644a88a57a3097d53a165101f3c1c809e2ce3a893b6a4de73aba1cd10bf1bc6b5d8fbc52d
316,{'axes': {'0': 0.102264404296875, '1': 0.06787109375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3b0f1b696531bcb7b644a88a57a3097d53a165101f3c1c809e2ce3a893b6a4de73aba1cd10bf1bc6b5d8fbc52d
320,{'axes': {'0': 0.068817138671875, '1': 0.053955078125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4861fa566d765989e57fc575c530ba5cbbf91ac0d1af3632c35f323e152abb060ba10c762c92d39c400bf1a535
320,{'axes': {'0': 0.068817138671875, '1': 0.053955078125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4861fa566d765989e57fc575c530ba5cbbf91ac0d1af3632c35f323e152abb060ba10c762c92d39c400bf1a535
324,{'axes': {'0': 0.0660400390625, '1': 0.051025390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86f0fa813a2caf632b0c14fa20d1ff5885268016bac26f63a9c9294bb1e827be39c4968c77753c338600693c93
324,{'axes': {'0': 0.0660400390625, '1': 0.051025390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86f0fa813a2caf632b0c14fa20d1ff5885268016bac26f63a9c9294bb1e827be39c4968c77753c338600693c93
328,{'axes': {'0': -1.0, '1': -0.3463134765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},06f23b07d98ab1b02d2d6e10bc82d5b30923398700badcd5bb9ff74d073fc74d318d0daa48dd3e6e8abab988ab
328,{'axes': {'0': -1.0, '1': -0.3463134765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},06f23b07d98ab1b02d2d6e10bc82d5b30923398700badcd5bb9ff74d073fc74d318d0daa48dd3e6e8abab988ab
332,{'axes': {'0': 0.018646240234375, '1': 0.026214599609375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a05a1d3b14288ba2a20754072190075fa82b2d02fe97efb0886d6cfa1b3df1a005d136a0f1da78a85098c06ff
332,{'axes': {'0': 0.018646240234375, '1': 0.026214599609375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a05a1d3b14288ba2a20754072190075fa82b2d02fe97efb0886d6cfa1b3df1a005d136a0f1da78a85098c06ff
337,{'axes': {'0': -1.0, '1': -0.28619384765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},418642f1fc490aaed269c47e931919071e9cb3e01491286a741bfeae186d652a141f7e189bb3180ad3e328cdba
337,{'axes': {'0': -1.0, '1': -0.28619384765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},418642f1fc490aaed269c47e931919071e9cb3e01491286a741bfeae186d652a141f7e189bb3180ad3e328cdba
341,{'axes': {'0': -0.018768310546875, '1': 0.02947998046875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a6c329791c72c26bceabb516bcf6d801420d0f1ba7192e6d67c49cbbc4440a66253f2182ea62747d3b0d9b6113
341,{'axes': {'0': -0.018768310546875, '1': 0.02947998046875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a6c329791c72c26bceabb516bcf6d801420d0f1ba7192e6d67c49cbbc4440a66253f2182ea62747d3b0d9b6113
345,{'axes': {'0': -1.0, '1': -0.300567626953125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b9b7bc2f06aa6163b701a2225c9577f082f0d786174d7b1711a5f001ec90b850856a4168bd74ccdec30d8c3285
345,{'axes': {'0': -1.0, '1': -0.300567626953125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b9b7bc2f06aa6163b701a2225c9577f082f0d786174d7b1711a5f001ec90b850856a4168bd74ccdec30d8c3285
348,{'axes': {'0': -0.0311279296875, '1': 0.008575439453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4a33e810706cb73cd13572a2da71560d6f2ef23419a5e68fd3c06e6786a5cf189e4416f7fce013a4f55ea50a17
348,{'axes': {'0': -0.0311279296875, '1': 0.008575439453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4a33e810706cb73cd13572a2da71560d6f2ef23419a5e68fd3c06e6786a5cf189e4416f7fce013a4f55ea50a17
352,{'axes': {'0': -1.0, '1': -0.251251220703125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5d3d003b0b695466257cf5d5c4987f0dfde7b70b62332af0e589907edbdff0b76e679de2c89044e9078969cc13
352,{'axes': {'0': -1.0, '1': -0.251251220703125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5d3d003b0b695466257cf5d5c4987f0dfde7b70b62332af0e589907edbdff0b76e679de2c89044e9078969cc13
357,{'axes': {'0': -0.004058837890625, '1': 0.01593017578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d68d056eab6a659c5f2fca93dcc82eea79d189c40654e1dad0d086d6a12733936c387bb5a234d8f45fcc017525
357,{'axes': {'0': -0.004058837890625, '1': 0.01593017578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d68d056eab6a659c5f2fca93dcc82eea79d189c40654e1dad0d086d6a12733936c387bb5a234d8f45fcc017525
361,{'axes': {'0': -1.0, '1': -0.268280029296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1af0b52a9a86c2aba2086fe77ec9bef6d478c3218e9af7a9dcbeef7381d36d1e28bf916a004a49b9231573818c
361,{'axes': {'0': -1.0, '1': -0.268280029296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1af0b52a9a86c2aba2086fe77ec9bef6d478c3218e9af7a9dcbeef7381d36d1e28bf916a004a49b9231573818c
364,{'axes': {'0': -0.022735595703125, '1': -0.00677490234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9d5159a687818a1d47f54210ac1ee6252dffa6f0973dc5db8cf5950a15b5479543cd0c84eceb2c08b94500b3c7
364,{'axes': {'0': -0.022735595703125, '1': -0.00677490234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9d5159a687818a1d47f54210ac1ee6252dffa6f0973dc5db8cf5950a15b5479543cd0c84eceb2c08b94500b3c7
368,{'axes': {'0': 0.014678955078125, '1': 0.024139404296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0eed9aab462aff2c72cb19464d79dad38f489268a1bd38bbed71542a6afe4ae1f341e5025a55a16224fce06968
368,{'axes': {'0': 0.014678955078125, '1': 0.024139404296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0eed9aab462aff2c72cb19464d79dad38f489268a1bd38bbed71542a6afe4ae1f341e5025a55a16224fce06968
372,{'axes': {'0': -1.0, '1': -0.18011474609375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6ec0162561d5fc74972438b36118e76da630aefe2b9bc434046f2733466622a7efc9fd85cde1c09dc21cddb335
372,{'axes': {'0': -1.0, '1': -0.18011474609375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6ec0162561d5fc74972438b36118e76da630aefe2b9bc434046f2733466622a7efc9fd85cde1c09dc21cddb335
376,{'axes': {'0': -0.477569580078125, '1': -0.10711669921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},886b86daaf00a3689c8431ae9e0c82a01f65f87466b15d0291c4e2c3169ad56888f172b5c3ccfdade92bb54273
376,{'axes': {'0': -0.477569580078125, '1': -0.10711669921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},886b86daaf00a3689c8431ae9e0c82a01f65f87466b15d0291c4e2c3169ad56888f172b5c3ccfdade92bb54273
380,{'axes': {'0': 0.024078369140625, '1': 0.046661376953125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b07227a147c0149f9f0acc2b7834fbbfd048d86befdb54b7381f290121805ae86527f313bf15284bd4150cca1f
380,{'axes': {'0': 0.024078369140625, '1': 0.046661376953125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b07227a147c0149f9f0acc2b7834fbbfd048d86befdb54b7381f290121805ae86527f313bf15284bd4150cca1f
